,News Source,Tweet,Tweets Ago,Date,Compound,Positive,Neutral,Negative
136,@FoxNews,"Peter Strzok to @TGowdySC: ""You mentioned the use of the word 'impeachment,' that was used in the context of my not… https://t.co/MB0BxIpaUA",13,Thu Jul 12 19:07:02 +0000 2018,0.0,0.0,0.0,1.0
137,@FoxNews,"Welcoming ceremony underway for President @realDonaldTrump, @FLOTUS at Blenheim Palace in Oxfordshire, England. https://t.co/79eAXpl1kd",14,Thu Jul 12 18:56:00 +0000 2018,0.4404,0.182,0.0,0.818
138,@FoxNews,".@Jim_Jordan: ""Are there three copies of the dossier as evidence by what you said in this email?"" 

Peter Strzok: ""… https://t.co/ByDV1el73Q",15,Thu Jul 12 18:52:07 +0000 2018,0.0,0.0,0.0,1.0
139,@FoxNews,.@POTUS and @FLOTUS participate in an arrival ceremony in England. https://t.co/qZbik648eL https://t.co/9Cwh6GKl2y,16,Thu Jul 12 18:50:05 +0000 2018,0.0,0.0,0.0,1.0
140,@FoxNews,".@RepSteveChabot: ""Don't you think that the American people, when they're paying your salaries...deserved a whole l… https://t.co/Teax9ECqxv",17,Thu Jul 12 18:41:54 +0000 2018,0.0,0.0,0.0,1.0
141,@FoxNews,"Peter Strzok: ""I never thought these texts would become public."" https://t.co/n9rtHEvNOP https://t.co/EUZl3NWTNY",18,Thu Jul 12 18:33:08 +0000 2018,0.0,0.0,0.0,1.0
142,@FoxNews,"Peter Strzok: ""You need to read these texts in the context of what was going on at the time.""… https://t.co/8Zo8dx3Ore",19,Thu Jul 12 18:27:44 +0000 2018,0.0,0.0,0.0,1.0
143,@FoxNews,"Peter Strzok: ""What is important is that these text represent personal beliefs just like those that you'd find on m… https://t.co/qKWTmApdTF",20,Thu Jul 12 18:24:02 +0000 2018,0.5106,0.185,0.0,0.815
144,@FoxNews,Tune in for a powerful 'Hannity' tonight at 9p ET. @SeanHannity is live in London with coverage of POTUS’ trip over… https://t.co/he8pSVLrJE,21,Thu Jul 12 18:15:00 +0000 2018,0.4215,0.123,0.0,0.877
145,@FoxNews,".@SteveScalise: ""You saw the smugness of [Peter Strzok] throughout this hearing."" @dailybriefing https://t.co/omg0pSxmnm",22,Thu Jul 12 18:11:32 +0000 2018,-0.34,0.0,0.167,0.833
146,@FoxNews,"FBI agent Peter Strzok testifies before House committees on FBI, DOJ actions during 2016 election.… https://t.co/wUH09bx2Wu",23,Thu Jul 12 18:10:47 +0000 2018,0.0,0.0,0.0,1.0
147,@FoxNews,"Kim Jong Un sends Trump a 'very nice' letter, teases possible 2nd meeting https://t.co/oqhbvScurb",24,Thu Jul 12 17:45:06 +0000 2018,0.1604,0.187,0.149,0.664
148,@FoxNews,".@SenatorRisch: ""Everybody agreed that they would spend 2% of their GDP on defense. There's 29 countries in #NATO.… https://t.co/1L1skzTIAU",25,Thu Jul 12 17:37:24 +0000 2018,0.3818,0.175,0.0,0.825
149,@FoxNews,".@CongressmanRaja: ""Unfortunately, sometimes the questions evolved into speeches instead of intelligent questions.""… https://t.co/ZXzIh5ag9d",26,Thu Jul 12 17:28:50 +0000 2018,0.4588,0.2,0.0,0.8
150,@FoxNews,".@RepAndyBiggsAZ: ""@TheDemocrats were very obstructionist."" #OutnumberedOT https://t.co/cj7dnjer4l",27,Thu Jul 12 17:24:50 +0000 2018,0.0,0.0,0.0,1.0
151,@FoxNews,"Earlier today, President @realDonaldTrump tweeted a ""very nice note from Chairman Kim of North Korea."" https://t.co/GG1zXH6dFb",28,Thu Jul 12 17:07:01 +0000 2018,0.4754,0.181,0.0,0.819
152,@FoxNews,Strzok hearing interrupted by Dem bid to hold Steve Bannon in contempt https://t.co/bA8Rb3fG9T,29,Thu Jul 12 16:58:32 +0000 2018,-0.7184,0.0,0.353,0.647
153,@FoxNews,".@RepJohnDuncanJr: ""The ethical, fair, just, and proper thing would've been for you to recuse yourself...""

Peter S… https://t.co/mrIAGFCxwe",30,Thu Jul 12 16:53:21 +0000 2018,0.6808,0.259,0.0,0.741
154,@FoxNews,TUNE IN: @TheStoryFNC with @marthamaccallum is LIVE in London ahead of @POTUS’ meeting with British Prime Minister… https://t.co/XSYD3HRiej,31,Thu Jul 12 16:45:00 +0000 2018,0.0,0.0,0.0,1.0
155,@FoxNews,"Rep. Jim Sensenbrenner: ""This change was Hillary's get out of jail free card, right?""

Peter Strzok: ""Absolutely no… https://t.co/BH17dQyJUV",32,Thu Jul 12 16:38:38 +0000 2018,0.5106,0.155,0.0,0.845
156,@FoxNews,".@RepJerryNadler: ""It would be a public service to release these transcripts."" https://t.co/PEWZwN9wol",33,Thu Jul 12 16:29:03 +0000 2018,0.0,0.0,0.0,1.0
157,@FoxNews,NASA may have discovered and then destroyed organics on Mars in 1976 https://t.co/Z85dfZQytv,34,Thu Jul 12 16:17:48 +0000 2018,-0.4939,0.0,0.211,0.789
158,@FoxNews,".@RepGoodlatte: ""You texted Ms. Page, 'Just went to a southern Virginia Walmart. I could SMELL the Trump support.'.… https://t.co/2ZlamwulFm",35,Thu Jul 12 16:05:29 +0000 2018,0.0,0.0,0.0,1.0
159,@FoxNews,"Fireworks at Strzok hearing as GOP reps fume at anti-Trump FBI agent, threaten contempt (via @brookefoxnews) https://t.co/7FPaFH7Kwq",36,Thu Jul 12 16:01:58 +0000 2018,-0.8225,0.0,0.381,0.619
160,@FoxNews,Breaking News: Republican Rep. Bob Goodlatte threatens contempt citation against FBI official Peter Strzok for refu… https://t.co/DV8Ds6hWo2,37,Thu Jul 12 15:56:06 +0000 2018,-0.7506,0.0,0.299,0.701
161,@FoxNews,Peter Strzok: Russia probe not a witch hunt or a hoax. https://t.co/3roPtiPqbH,38,Thu Jul 12 15:53:31 +0000 2018,0.0026,0.173,0.172,0.655
162,@FoxNews,"Peter Strzok: I recognize my texts created confusion, no evidence of bias in my actions. https://t.co/1mZHo9Ck9x",39,Thu Jul 12 15:38:18 +0000 2018,-0.4215,0.106,0.309,0.585
163,@FoxNews,Speaker Paul Ryan holds a news conference https://t.co/ctkvWgPRSr,40,Thu Jul 12 15:37:45 +0000 2018,0.0,0.0,0.0,1.0
164,@FoxNews,"Peter Strzok: ""'We will stop it.' You need to understand that that was written late at night off the cuff and it wa… https://t.co/VGY7Q093zn",41,Thu Jul 12 15:27:59 +0000 2018,-0.296,0.0,0.087,0.913
165,@FoxNews,".@TGowdySC: ""You wrote, 'God, Hillary should win 100M to 0,' &amp; I'm assuming 'Hillary' would be former Sec. of State… https://t.co/rM4yWpbSvM",42,Thu Jul 12 15:24:22 +0000 2018,0.5859,0.16,0.0,0.84
166,@FoxNews,".@TGowdySC to Peter Strzok: ""Mr. Strzok, that is a fantastic answer to a question nobody asked."" https://t.co/6MHpze9JBT",43,Thu Jul 12 15:15:45 +0000 2018,0.5574,0.205,0.0,0.795
167,@FoxNews,".@RepBonnie: ""We have indulged this harassment 9 minutes."" https://t.co/ooQFrJtvAK",44,Thu Jul 12 15:14:22 +0000 2018,-0.628,0.0,0.371,0.629
168,@FoxNews,"Defiant Strzok testifies anti-Trump texts rooted in ‘deep patriotism,’ Republicans blast ‘textbook bias’ (via… https://t.co/rzCXr7FsP6",45,Thu Jul 12 15:10:22 +0000 2018,-0.2263,0.0,0.119,0.881
169,@FoxNews,.@RepGoodlatte spars with @RepJerryNadler and @JacksonLeeTX18 over questions asked of Peter Strzok. https://t.co/pdUttNFadY,46,Thu Jul 12 15:10:18 +0000 2018,0.0,0.0,0.0,1.0
170,@FoxNews,".@RepSwalwell: ""Will the committee also consider contempt for Mr. Bannon who refused to answer Mr. Gowdy's question… https://t.co/8PDnayqFJW",47,Thu Jul 12 15:08:53 +0000 2018,-0.7184,0.0,0.273,0.727
171,@FoxNews,"RT @FoxBusiness: Peter Strzok: ""Americans are skeptical of anything coming out of Washington."" https://t.co/t3Id7X1KFx",48,Thu Jul 12 15:05:28 +0000 2018,-0.3182,0.0,0.15,0.85
172,@FoxNews,"RT @FoxNewsResearch: Peter Strzok:
•Lead FBI agent in Clinton, Russia probes
•Ousted by Mueller for anti-Trump texts
•6/15: Escorted from F…",49,Thu Jul 12 15:05:23 +0000 2018,0.0,0.0,0.0,1.0
173,@FoxNews,"RT @FoxBusiness: Peter Strzok: ""Not once in my 26 years of defending our nation did my personal opinions impact any official action I took.…",50,Thu Jul 12 15:05:20 +0000 2018,0.0,0.0,0.0,1.0
174,@FoxNews,House Democratic Leader Nancy Pelosi holds a news conference https://t.co/10pnNLXDQB,51,Thu Jul 12 15:03:14 +0000 2018,0.0,0.0,0.0,1.0
175,@FoxNews,"Peter Strzok: ""There is simply no evidence of bias in my professional actions."" https://t.co/DfSF0mtZ2O",52,Thu Jul 12 14:58:38 +0000 2018,-0.3818,0.0,0.231,0.769
176,@FoxNews,Gowdy accuses Strzok of 'textbook bias' in heated public hearing (via @brookefoxnews) https://t.co/7FPaFH7Kwq,53,Thu Jul 12 14:55:11 +0000 2018,-0.4215,0.0,0.257,0.743
177,@FoxNews,".@RepCummings: ""The Special Counsel has now obtained 5 guilty pleas and indicted 18 others including some of @POTUS… https://t.co/efakrLFvd3",54,Thu Jul 12 14:54:57 +0000 2018,-0.0258,0.126,0.13,0.744
178,@FoxNews,MOMENTS AGO: @RepGoodlatte swears in Peter Strzok. https://t.co/olN9ZGdCTt,55,Thu Jul 12 14:53:40 +0000 2018,0.0516,0.146,0.0,0.854
179,@FoxNews,"Peter Strzok: ""There is simply no evidence of bias in my professional actions."" https://t.co/exFq8FXpYQ",56,Thu Jul 12 14:51:33 +0000 2018,-0.3818,0.0,0.231,0.769
180,@FoxNews,".@TGowdySC: ""Agent Strzok has a most unusual and a largely self-serving definition of bias."" https://t.co/c4qsOfnZa9",57,Thu Jul 12 14:49:01 +0000 2018,0.0,0.0,0.0,1.0
181,@FoxNews,".@RepCummings: ""The Special Counsel has now obtained 5 guilty pleas and indicted 18 others including some of @POTUS… https://t.co/RqFPrqjvIc",58,Thu Jul 12 14:43:30 +0000 2018,-0.0258,0.126,0.13,0.744
182,@FoxNews,".@RepJerryNadler: ""Perhaps the rules of this joint investigation, such as they are, operate differently now that we… https://t.co/LbUB5e3Esj",59,Thu Jul 12 14:39:48 +0000 2018,0.0,0.0,0.0,1.0
183,@FoxNews,".@RepGoodlatte: ""Imagine if you were under investigation and the investigator hated you, disparaged you in all mann… https://t.co/l5FQYitWnh",60,Thu Jul 12 14:39:00 +0000 2018,-0.765,0.0,0.292,0.708
184,@FoxNews,".@TGowdySC: ""Strzok promised to stop Trump from becoming president before the investigation even began."" https://t.co/Hh5evd7swo",61,Thu Jul 12 14:37:33 +0000 2018,0.0772,0.141,0.124,0.734
185,@FoxNews,".@TGowdySC: ""The moment Special Counsel Bob Mueller found out about Peter Strzok's texts and emails, he kicked him… https://t.co/fHaYk6GoOO",62,Thu Jul 12 14:36:40 +0000 2018,0.4019,0.13,0.0,0.87
186,@FoxNews,".@TGowdySC: ""Agent Strzok has a most unusual and a largely self-serving definition of bias."" https://t.co/SNQv6NWldz",63,Thu Jul 12 14:33:44 +0000 2018,0.0,0.0,0.0,1.0
187,@FoxNews,"Moments ago at the Peter Strzok hearing, @RepGoodlatte demanded answers of the FBI agent. https://t.co/n9rtHEvNOP https://t.co/jusNuFwaM0",64,Thu Jul 12 14:31:14 +0000 2018,-0.2263,0.0,0.112,0.888
188,@FoxNews,".@RepGoodlatte: ""No one is above the law."" https://t.co/Guy7D8ItwH",65,Thu Jul 12 14:25:29 +0000 2018,-0.296,0.0,0.239,0.761
189,@FoxNews,".@RepGoodlatte: ""Suppose all of this had been said about candidate Obama before he was elected, or even more topica… https://t.co/c8VM0UTu2F",66,Thu Jul 12 14:23:44 +0000 2018,0.0,0.0,0.0,1.0
190,@FoxNews,".@RepGoodlatte: ""Imagine if you were under investigation and the investigator hated you, disparaged you in all mann… https://t.co/Mm1mQ388r1",67,Thu Jul 12 14:22:44 +0000 2018,-0.765,0.0,0.292,0.708
191,@FoxNews,".@RepGoodlatte: ""We don't want to read text message after text message dripping with bias against one of the two pr… https://t.co/oarJOgxTNh",68,Thu Jul 12 14:21:46 +0000 2018,-0.1586,0.0,0.121,0.879
192,@FoxNews,".@RepGoodlatte: ""We welcome everyone to this morning's hearing on oversight of FBI and DOJ action surrounding the 2… https://t.co/vjBuOJbPsj",69,Thu Jul 12 14:20:55 +0000 2018,0.4588,0.143,0.0,0.857
193,@FoxNews,"FBI agent Peter Strzok testifies before House committees on FBI, DOJ actions during 2016 election https://t.co/NUrEMzw9dH",70,Thu Jul 12 14:18:40 +0000 2018,0.0,0.0,0.0,1.0
194,@FoxNews,Michael Avenatti calls Stormy Daniels arrest 'politically motivated' https://t.co/hRSxiV5nEx,71,Thu Jul 12 14:09:23 +0000 2018,0.1531,0.242,0.194,0.565
195,@FoxNews,Chris Wallace Announces Exclusive Interview With Vladimir Putin Monday After Trump Summit https://t.co/X4a3okVf0a https://t.co/7a4BVip1pq,72,Thu Jul 12 14:07:35 +0000 2018,0.128,0.103,0.0,0.897
196,@FoxNews,SOON: FBI agent Strzok to publicly testify on Capitol Hill. https://t.co/hvN7PjKspE,73,Thu Jul 12 14:05:37 +0000 2018,0.0,0.0,0.0,1.0
197,@FoxNews,".@KellyannePolls: @POTUS Is 'Transparent' About Russia Policy, Obama Promised Flexibility on Hot Mic… https://t.co/UF3JCBN3ak",74,Thu Jul 12 13:56:36 +0000 2018,0.5994,0.29,0.0,0.71
198,@FoxNews,'Why I Left the Left': Obama Voter on What Drove Her to Support Trump https://t.co/yItfNeNpbt,75,Thu Jul 12 13:55:03 +0000 2018,0.4019,0.172,0.0,0.828
199,@FoxNews,MONDAY: Chris Wallace will conduct an exclusive interview with Russian President Vladimir Putin following the summi… https://t.co/YrbaprypbM,76,Thu Jul 12 13:52:12 +0000 2018,0.128,0.086,0.0,0.914
200,@FoxNews,OPINION: Judge Andrew Napolitano: Why I am so deeply disappointed by Trump's Supreme Court pick (via… https://t.co/jVqIhR5TZD,77,Thu Jul 12 13:35:00 +0000 2018,-0.0184,0.169,0.173,0.658
201,@FoxNews,SOON: FBI agent Strzok to publicly testify. https://t.co/GI9hDNIcUO,78,Thu Jul 12 13:33:11 +0000 2018,0.0,0.0,0.0,1.0
202,@FoxNews,".@SenCoryGardner: ""I think that Russia, quite frankly, ought to be named a state sponsor of terror."" https://t.co/MGQh28f2WU",79,Thu Jul 12 13:24:53 +0000 2018,0.0,0.0,0.0,1.0
203,@FoxNews,"RT @FoxBusiness: .@RepGoodlatte: ""Late last night through her attorney, Lisa Page did agree to appear for a private interview on Friday vol…",80,Thu Jul 12 13:11:21 +0000 2018,0.3612,0.111,0.0,0.889
204,@FoxNews,RT @FoxBusiness: .@SpeakerRyan addresses the @TheEconomicClub members and guests on the economy. https://t.co/9SZTTAAtRK,81,Thu Jul 12 13:11:16 +0000 2018,0.0,0.0,0.0,1.0
205,@FoxNews,".@SenCoryGardner: ""We need our NATO allies, those in Europe, to make sure they're putting more dollars into their s… https://t.co/vANoSnbYGS",82,Thu Jul 12 13:09:09 +0000 2018,0.3182,0.108,0.0,0.892
206,@FoxNews,.@POTUS to meet with British PM @theresa_may in Britain after contentious NATO summit in Brussels; @kevincorke repo… https://t.co/tJhU459dBg,83,Thu Jul 12 13:06:58 +0000 2018,-0.296,0.0,0.115,0.885
207,@FoxNews,.@POTUS and @FLOTUS arrive in the U.K. https://t.co/p3AZ9F7J20,84,Thu Jul 12 13:05:23 +0000 2018,0.0,0.0,0.0,1.0
208,@FoxNews,Defiant Peter Strzok claims scrutiny over anti-Trump text messages 'another victory notch in Putin's belt' https://t.co/7FPaFH7Kwq,85,Thu Jul 12 13:02:33 +0000 2018,-0.2263,0.0,0.112,0.888
209,@FoxNews,HAPPENING NOW: Air Force One lands in London. https://t.co/DYnENZFCGZ,86,Thu Jul 12 12:54:17 +0000 2018,0.0,0.0,0.0,1.0
210,@FoxNews,Defiant Peter Strzok claims scrutiny over anti-Trump text messages 'another victory notch in Putin's belt' (via… https://t.co/gZy923M6yR,87,Thu Jul 12 12:49:00 +0000 2018,-0.2263,0.0,0.106,0.894
211,@FoxNews,.@POTUS and @FLOTUS arrive in England https://t.co/Pn4drXtRmG,88,Thu Jul 12 12:46:30 +0000 2018,0.0,0.0,0.0,1.0
212,@FoxNews,".@DLoesch: ""I love @KamalaHarris's reference to God - yes, please ask God what He thinks about your infanticide."" https://t.co/vm7oGAYZE5",89,Thu Jul 12 12:40:13 +0000 2018,0.9081,0.508,0.0,0.492
213,@FoxNews,".@KamalaHarris: ""Let's be clear about what this is about - it's about government taking on the decision about a wom… https://t.co/ugBf4p0ZeL",90,Thu Jul 12 12:36:19 +0000 2018,0.3818,0.126,0.0,0.874
214,@FoxNews,DEVELOPING NEWS: Marc Short is leaving the @WhiteHouse. https://t.co/a1CPhtdkur,91,Thu Jul 12 12:24:58 +0000 2018,0.0,0.0,0.0,1.0
215,@FoxNews,George Lopez uses water bottle to pretend to urinate on Trump's star in Hollywood https://t.co/cdu3n6DYZ1,92,Thu Jul 12 12:19:51 +0000 2018,-0.1027,0.0,0.091,0.909
216,@FoxNews,RT @foxandfriends: JOIN Phillip @Phillips LIVE on the plaza THIS FRIDAY! Head to https://t.co/QXCEDiB5Uf for all the details! Fans should a…,93,Thu Jul 12 12:18:23 +0000 2018,0.5449,0.15,0.0,0.85
217,@FoxNews,Candice Swanepoel responds to body-shamers after giving birth to second child https://t.co/L8eVNe2FxN,94,Thu Jul 12 12:15:39 +0000 2018,0.34,0.179,0.0,0.821
218,@FoxNews,"Trump dubs himself 'stable genius,' calls NATO summit a success https://t.co/zUv3z5L0U5",95,Thu Jul 12 12:06:21 +0000 2018,0.7096,0.424,0.0,0.576
219,@FoxNews,".@GriffJenkins remembers Tony Snow, ten years after the former @FoxNewsSunday host passed away. https://t.co/E8o1hnaPGX",96,Thu Jul 12 12:00:18 +0000 2018,0.0,0.0,0.0,1.0
220,@FoxNews,".@KellyannePolls: ""Every time this president has had to push back on Russia, he has."" https://t.co/brEp1Y7JrJ",97,Thu Jul 12 11:53:40 +0000 2018,0.0,0.0,0.0,1.0
221,@FoxNews,".@KellyannePolls: ""We're one of 29 countries in #NATO but effectively we approximate about 67% of the defense spend… https://t.co/EWTsYnj0wp",98,Thu Jul 12 11:45:54 +0000 2018,0.6808,0.248,0.0,0.752
222,@FoxNews,".@KellyannePolls: ""Everybody should pay their fair share."" #NATO https://t.co/2RgCjsHPFU",99,Thu Jul 12 11:37:39 +0000 2018,0.2263,0.215,0.131,0.654
223,@FoxNews,Border patrol agents attacked with rocks. https://t.co/hVfuw54ra3,100,Thu Jul 12 11:29:27 +0000 2018,-0.4588,0.0,0.333,0.667
224,@FoxNews,"Moments ago at the NATO press conference, President @realDonaldTrump stated that the United States wants ""peace all… https://t.co/Pa1Jaqjmgh",101,Thu Jul 12 11:19:24 +0000 2018,0.743,0.283,0.0,0.717
225,@FoxNews,".@POTUS: ""I really believe through strength you get peace."" https://t.co/ZqBRkCclam",102,Thu Jul 12 11:15:01 +0000 2018,0.5367,0.278,0.0,0.722
226,@FoxNews,".@POTUS: ""We want peace all over the world. That's my number one goal."" https://t.co/Z9dCxIV6sY",103,Thu Jul 12 11:14:02 +0000 2018,0.6249,0.357,0.0,0.643
227,@FoxNews,".@POTUS: ""I've taken over a lot of bad hands and I'm fixing each one of them—and I'm fixing them well."" https://t.co/gei6MfXtKQ",104,Thu Jul 12 11:11:07 +0000 2018,-0.5423,0.0,0.156,0.844
228,@FoxNews,".@POTUS: ""It all came together at the end."" https://t.co/fsKGqxx7O0",105,Thu Jul 12 11:04:46 +0000 2018,0.0,0.0,0.0,1.0
229,@FoxNews,"Trump dubs himself 'stable genius,' calls NATO summit a success https://t.co/volpWlPEjC",106,Thu Jul 12 11:00:51 +0000 2018,0.7096,0.424,0.0,0.576
230,@FoxNews,".@POTUS on Crimea: ""That was on Barack Obama's watch, that was not on Trump's watch. Would I have allowed it to hap… https://t.co/6U6xyTzQ8p",107,Thu Jul 12 10:59:56 +0000 2018,0.0,0.0,0.0,1.0
231,@FoxNews,".@POTUS: ""I'm not negotiating— I just want fairness for the United States."" https://t.co/2jclWeaNyB",108,Thu Jul 12 10:53:50 +0000 2018,0.3773,0.2,0.087,0.713
232,@FoxNews,".@POTUS: ""The people have stepped up today like they've never stepped up before."" https://t.co/p2AbXHskQU",109,Thu Jul 12 10:49:28 +0000 2018,0.3612,0.161,0.0,0.839
233,@FoxNews,".@POTUS: ""Germany has agreed to do a lot better than they were doing."" https://t.co/QVJTEZDrrf",110,Thu Jul 12 10:46:37 +0000 2018,0.6124,0.312,0.0,0.688
234,@FoxNews,".@POTUS: ""NATO is much stronger now than it was two days ago."" https://t.co/vT4M0QXvpR",111,Thu Jul 12 10:44:22 +0000 2018,0.3818,0.178,0.0,0.822
235,@FoxNews,".@POTUS: ""NATO now is really a fine-tuned machine. People are paying money that they've never paid before. They're… https://t.co/6Cy7nEH7or",112,Thu Jul 12 10:41:43 +0000 2018,0.0,0.0,0.0,1.0
236,@FoxNews,".@POTUS: ""I believe in NATO."" https://t.co/jJo4CA5jXi",113,Thu Jul 12 10:39:33 +0000 2018,0.0,0.0,0.0,1.0
237,@FoxNews,".@POTUS: ""I told people that I'd be very unhappy if they didn't up their commitments very substantially because the… https://t.co/6qMfzk2hqf",114,Thu Jul 12 10:36:14 +0000 2018,-0.5366,0.0,0.199,0.801
238,@FoxNews,".@POTUS: ""We are doing numbers like they've never done before or ever seen before."" https://t.co/d1RMubMqfO",115,Thu Jul 12 10:32:00 +0000 2018,0.3612,0.152,0.0,0.848
239,@FoxNews,".@POTUS: ""I hope that we're going to be able to get along with Russia."" https://t.co/feJhkVVEnC",116,Thu Jul 12 10:29:54 +0000 2018,0.4404,0.172,0.0,0.828
240,@CBSNews,"""They raised an additional $33 billion,"" President Trump says after meeting with NATO leaders… https://t.co/SV3UEBVPEA",117,Thu Jul 12 10:29:43 +0000 2018,0.0,0.0,0.0,1.0
241,@CBSNews,"""I told people I would be very unhappy if they didn't up their commitments very substantially because the United St… https://t.co/896iHe5S77",118,Thu Jul 12 10:27:30 +0000 2018,-0.1026,0.125,0.182,0.693
242,@CBSNews,"“They really stepped up their commitment and stepped it up like they never have before,” President Trump says of NA… https://t.co/ayVVuwafpl",119,Thu Jul 12 10:25:29 +0000 2018,0.6249,0.212,0.0,0.788
243,@CBSNews,"“We made a tremendous amount of progress today,” President Trump says. “The United States' commitment to NATO is ve… https://t.co/3kIKYfPkgE",120,Thu Jul 12 10:23:49 +0000 2018,0.802,0.339,0.0,0.661
244,@CBSNews,WATCH LIVE: President Trump speaks to reporters at NATO summit in Brussels https://t.co/KGFjLrdE0n https://t.co/XUfs4FPFQd,121,Thu Jul 12 10:20:23 +0000 2018,0.0,0.0,0.0,1.0
245,@CBSNews,"Stormy Daniels has been arrested while performing at an Ohio strip club, her lawyer says https://t.co/RxTbyx3vZN https://t.co/N1KnAnPkAV",122,Thu Jul 12 10:20:02 +0000 2018,-0.4767,0.0,0.162,0.838
246,@CBSNews,Alexandria Ocasio-Cortez deploys campaign staff to help another liberal Democrat https://t.co/v5N0qBvsYi https://t.co/n0LdyXN2wQ,123,Thu Jul 12 10:09:25 +0000 2018,0.4019,0.197,0.0,0.803
247,@CBSNews,First fire chief to rush into Twin Towers on 9/11 becomes the last to retire https://t.co/yxpOubvCP3 https://t.co/KeqVqAQwz9,124,Thu Jul 12 10:03:03 +0000 2018,-0.34,0.0,0.13,0.87
248,@CBSNews,"Dam burst inundates villages, leaves at least 10 dead https://t.co/syt6dhjs2r https://t.co/UJxOq0aLFT",1,Thu Jul 12 10:01:25 +0000 2018,-0.6486,0.0,0.301,0.699
249,@CBSNews,Trump adds more confusion to Obamacare https://t.co/6A9HJ6BIPX https://t.co/xMfGroLKoi,2,Thu Jul 12 09:54:05 +0000 2018,-0.3597,0.0,0.263,0.737
250,@CBSNews,Officers recall finding buried baby; man says he abandoned boy because he was heavy https://t.co/qnncTxBQwp https://t.co/tV1pPmg64m,3,Thu Jul 12 09:48:04 +0000 2018,-0.4588,0.0,0.167,0.833
251,@CBSNews,Japanese nurse suspected of poisoning elderly patients to death https://t.co/oIPU94CiNm https://t.co/MP0moFYsza,4,Thu Jul 12 09:46:04 +0000 2018,-0.8625,0.0,0.545,0.455
252,@CBSNews,Judge seen on video dropping gun in Chicago courthouse https://t.co/HYDqXCyJi7 https://t.co/1wJAXeTpQA,5,Thu Jul 12 09:33:02 +0000 2018,-0.34,0.0,0.194,0.806
253,@CBSNews,"Scott Dozier case: Hours before execution, judge in pharma company suit halts use of drug https://t.co/RGd1rOGUP7 https://t.co/aAUAtqfycO",6,Thu Jul 12 09:18:03 +0000 2018,0.0,0.0,0.0,1.0
254,@CBSNews,Iranian diplomat suspected of plotting attack in France https://t.co/0D0sOtNAWy https://t.co/LB8LXH15JE,7,Thu Jul 12 09:03:03 +0000 2018,-0.6124,0.0,0.385,0.615
255,@CBSNews,"How did the ""world's unluckiest man"" really die in Pompeii? https://t.co/t9UzXVyegm https://t.co/K6QTFWFiWa",8,Thu Jul 12 08:48:04 +0000 2018,-0.6361,0.0,0.276,0.724
256,@CBSNews,How Trump's trade war is already costing consumers https://t.co/oyModP6Q0I https://t.co/SiB9bzsHBo,9,Thu Jul 12 08:33:03 +0000 2018,-0.5994,0.0,0.302,0.698
257,@CBSNews,The job market is apparently so hot people are ghosting potential employers https://t.co/5Ancx3rXWG https://t.co/uiG9EttcG3,10,Thu Jul 12 08:18:03 +0000 2018,0.0,0.0,0.0,1.0
258,@CBSNews,German court sentences woman to life for neo-Nazi murders https://t.co/HcvctjSsOV https://t.co/sUhQDFysr1,11,Thu Jul 12 08:03:04 +0000 2018,-0.5859,0.085,0.282,0.634
259,@CBSNews,Wall Street sees no easy off-ramps to U.S. trade war with China https://t.co/LO48W4zmmh https://t.co/cgdKcKJa7U,12,Thu Jul 12 07:48:03 +0000 2018,-0.4939,0.145,0.305,0.55
260,@CBSNews,Father separated from his daughter at the border for a month has no regrets https://t.co/ubIotDVVjy https://t.co/2w64gsHT4k,13,Thu Jul 12 07:33:03 +0000 2018,-0.5719,0.0,0.266,0.734
261,@CBSNews,American woman killed in Mexico after U.S. issues travel warnings https://t.co/XcAoxhsdJ0 https://t.co/dyqLTLW7Ft,14,Thu Jul 12 07:18:03 +0000 2018,-0.7717,0.0,0.401,0.599
262,@CBSNews,Hurricane Chris sending risky surf ashore as it swirls off East Coast https://t.co/fWZxd6q5TJ,15,Thu Jul 12 07:03:04 +0000 2018,-0.2023,0.0,0.13,0.87
263,@CBSNews,Young siblings diagnosed with same brain cancer within weeks of each other https://t.co/wE2fQBcRWH https://t.co/nq1AmHPSvx,16,Thu Jul 12 06:48:03 +0000 2018,-0.6597,0.0,0.253,0.747
264,@CBSNews,"President of Koch-backed group calls Trump tariffs ""misguided"" https://t.co/VC8QaxnEex https://t.co/ifFACHP8If",17,Thu Jul 12 06:33:05 +0000 2018,0.0,0.0,0.0,1.0
265,@CBSNews,"Billy Knight, former UCLA basketball player, found dead after posting YouTube video https://t.co/Rv8MkbETfA https://t.co/PaS6uHyeXy",18,Thu Jul 12 06:18:03 +0000 2018,-0.6486,0.0,0.249,0.751
266,@CBSNews,"Senate voices protest over Trump’s aluminum, steel tariffs https://t.co/HfKCZB76kS https://t.co/aPQsNjOTPC",19,Thu Jul 12 06:03:03 +0000 2018,-0.25,0.0,0.182,0.818
267,@CBSNews,Papa John's founder John Schnatter resigns as chairman of board after using racial slur https://t.co/8WXxNG6ugt https://t.co/U9WPQdDwQi,20,Thu Jul 12 05:48:03 +0000 2018,-0.3182,0.0,0.133,0.867
